run_num,max_feat,min_df,max_df,ngram_range,n_components,random_state,top_terms,coherence_type,num_features,coherence,perplexity,cohe_folds,perp_folds
11,2000,25,0.9,"(1, 1)",6,,10,u_mass,2000,-1.2548309200834145,746.2420638628632,"[(-1.1832286275949182, [-1.092527993012248, -1.4665184396612343, -1.4310259832218248, -0.49118869966883094, -1.0540093769816097, -1.5641012730237631]), (-1.2154518360856044, [-1.4513402466531444, -1.1336740730364392, -1.1555549607329219, -1.2470215932841917, -0.5692034185424099, -1.735916724264519]), (-1.421074420357585, [-1.138661329253275, -1.290142168737221, -1.3638728727882765, -1.0265227480502, -2.2395324854272127, -1.467714917889323]), (-1.2953783636810685, [-2.2505264589349023, -1.1014385443458885, -0.9764670077726082, -0.9918743730382867, -1.042491772351854, -1.4094720256428726]), (-1.1590213526978956, [-1.4974763072091555, -0.5692034185424099, -1.2653571782537647, -1.1524280241807463, -1.0532817528563014, -1.4163814351449955])]","[716.2408900746691, 723.4580924869209, 746.8210767949214, 755.3023800571785, 789.3878799006262]"
11,2000,25,0.9,"(1, 1)",9,,10,u_mass,2000,-1.3878255755675923,728.9109050276909,"[(-1.3088330219267066, [-2.02692561268464, -1.03911644242758, -1.5561651506129999, -1.17373216351608, -1.240096077615579, -1.6432046064973604, -1.566241228203251, -0.9648124972404611, -0.5692034185424099]), (-1.3004227917740985, [-1.660443944055781, -1.6611152799015425, -1.052794529783063, -0.9163024543189915, -0.5692034185424099, -1.7260363112929074, -1.3897352410440946, -1.0746017354460058, -1.6535722115820894]), (-1.5000449272089682, [-0.9663358831333309, -0.5692034185424099, -1.4794157302374282, -3.403524583562239, -1.6930710936959128, -1.5986929922400739, -1.0487600940102386, -1.331607800072286, -1.4097927493867963]), (-1.421512740929367, [-1.7277151667337443, -1.7117511646110324, -1.1485405036005194, -1.6625096293596127, -0.5875468542087476, -1.3532269122758338, -1.9741075489418052, -1.5302949494483584, -1.0979219391846493]), (-1.4083143959988202, [-1.5784338073492712, -1.000088660738833, -0.9043192633795211, -1.0426847023836359, -1.89524805391269, -1.5855869545006227, -2.2909128226105655, -1.8083518805718328, -0.5692034185424099])]","[710.9877764351911, 716.0394917796618, 731.7668762320699, 737.1371423878478, 748.6232383036843]"
11,2000,25,0.9,"(1, 1)",12,,10,u_mass,2000,-1.4487824914884035,724.9619942298191,"[(-1.4429578758286177, [-1.204924340718685, -1.6335381658862869, -1.1997148425020911, -0.5692034185424099, -2.1078749986832195, -2.0486309490718226, -1.5779174025508493, -1.3027880085750658, -1.2164081586707423, -1.0893534847538942, -1.002125102240869, -2.3630156377474756]), (-1.5323022710547998, [-1.2545611275348894, -1.2614916489268821, -0.4544671027526077, -1.00803652558557, -1.8577407070239302, -1.0672187687514483, -1.7057492006995745, -1.915438271549823, -1.8916605844252963, -1.9380702540515526, -1.0630043499500899, -2.970188711405935]), (-1.4711183815983582, [-1.4074058616390415, -1.4735153657183209, -1.4010690228392215, -1.3638650820796618, -1.8833549975157255, -2.1658259800796023, -1.8217446743628147, -0.983625613671344, -2.408345411107699, -0.5692034185424099, -1.0298754853643657, -1.1455896662600893]), (-1.3892026759409672, [-1.4440817301376905, -1.6148412989182765, -0.9745761223403326, -1.0165863945549711, -1.7527212600078697, -1.9303119614472655, -1.2317319642516429, -1.433058061773179, -0.5692034185424099, -1.1381263742704077, -1.9147986729429503, -1.6503948521046103]), (-1.4083312530192744, [-1.2876885713686725, -1.5878114476263196, -1.4648715485189563, -1.202885669939606, -1.5724069504561815, -1.5652156900154017, -0.5692034185424099, -2.00924908401548, -0.924006674758849, -1.705753366206562, -1.8300727592807793, -1.180809855502075])]","[707.3717987065681, 720.6116062058325, 732.5788517293897, 729.4045771020993, 734.8431374052055]"
11,2000,25,0.9,"(1, 1)",15,,10,u_mass,2000,-1.5099988877944797,728.2094707485783,"[(-1.6161617621588955, [-1.8270614141453814, -1.7493036232066685, -1.218638504449419, -0.5875468542087476, -1.690610749455928, -1.282677806057772, -1.2273074981392609, -1.4195464961767157, -2.535224178023882, -1.6796711849219077, -0.9838644298464514, -2.4934334951855197, -1.39276981726886, -2.1988329221242444, -1.9559374591726737]), (-1.5010505411951756, [-1.6523459747146776, -1.4229544454907572, -1.9256255696840119, -2.6104664198155976, -1.8216751506345237, -1.033214913428363, -1.431098469933254, -1.1026341050134136, -0.9732201962643212, -1.740836588669835, -2.3518044774311377, -0.5692034185424099, -1.1786897336157827, -1.3514830655563927, -1.3505055891331543]), (-1.4495883652426798, [-1.3052211192319183, -1.317390445856637, -1.9289854353683518, -2.399568051369487, -1.085320983830505, -0.9009570536024253, -1.1036180840629144, -2.2950940815175236, -0.851390591517082, -0.5692034185424099, -1.2512873790305572, -1.5458623688942112, -1.2102018967930177, -1.2230695666133196, -2.7566550024098344]), (-1.512695561812137, [-1.8058633125791466, -1.3641963350909971, -1.795473456792248, -1.5867029357350664, -1.1961000374898696, -1.9604673341373446, -1.0745809833190092, -1.241311680484682, -1.2476758269468917, -1.7110118385993998, -1.2786491757914007, -0.5513034617411098, -1.762168416193832, -1.8190331701505575, -2.2958954621304977]), (-1.4704982085635108, [-2.1144047194915117, -1.4151047826996606, -2.1810314662435863, -0.5692034185424099, -1.5486991861551906, -1.6085575486415054, -1.3474644288877984, -1.2874274534531234, -1.1147068397106072, -1.465666714715735, -1.3902374228089789, -1.8023989604423336, -1.9192676169673912, -1.2194226955341645, -1.073879874158668])]","[720.2250257927598, 727.552041642943, 733.0283407510021, 728.3144804546713, 731.9274651015147]"
11,2000,25,0.9,"(1, 1)",18,,10,u_mass,2000,-1.5822546623225058,730.934094386291,"[(-1.6020837673459871, [-2.6184392560959076, -1.164183905451733, -0.5513034617411098, -2.129430431368939, -1.6540600474671638, -2.0674114438975826, -1.2879719075070903, -1.5185340180786375, -1.89241603110323, -0.9917988645188546, -2.5019467815919003, -1.2477318389602452, -1.3688164401129543, -1.4836182640561346, -1.6429017705292306, -1.5026488616879183, -1.258369818016919, -1.9559246700422181]), (-1.6356856093624361, [-1.7678907121926568, -1.3034905735467457, -2.1105613733379815, -1.2938061300527282, -1.5148585288219758, -1.2493476684606153, -2.2051639771217495, -1.1311140889058289, -1.837120120947018, -1.0253567619489892, -1.9032464715071558, -2.398838789882909, -1.7246514948609832, -1.8458339686251, -1.1958603273108186, -0.5692034185424099, -2.00452332946711, -2.3614732329910777]), (-1.4817536320148756, [-1.2727736657547577, -1.2337840210672393, -1.2078464337976254, -1.2486800791684598, -1.1551250235178396, -1.9016035187592917, -1.316121565005128, -1.1066268826237493, -2.058839873358896, -2.7416711679433763, -1.1594884349738774, -1.9364403246820794, -2.088638083368445, -0.5692034185424099, -1.3272391818100493, -1.1928406225997312, -1.999041836484023, -1.1556012428107831]), (-1.58512111918175, [-1.2013170486064995, -1.5944911902688996, -1.2695231050124225, -1.8666787347330247, -3.1272547113033253, -2.0885076234013855, -1.0077373759613302, -1.2979798428506255, -2.0830574494220104, -1.620946270310247, -1.175619686070526, -2.50839385286374, -1.2097771375130433, -1.7693208904197537, -1.6320090915024048, -1.2774117236583893, -0.5692034185424099, -1.2329509928314626]), (-1.6066291837074804, [-1.6813263839460038, -1.5226681845044316, -2.5307198818498136, -1.660456918833887, -1.0334325089767022, -1.8339207023043271, -1.797535950505219, -1.3108082865088533, -1.2904683204667513, -1.9749948088200047, -1.1374576065658972, -2.68598303812495, -2.1655751800587644, -1.2401029749476926, -0.5692034185424099, -1.5174322795967883, -1.4191776580951045, -1.5480612040870485])]","[725.6274736404384, 725.2197596396093, 735.6289313191751, 735.1462029853818, 733.04810434685]"
11,2000,25,0.9,"(1, 1)",24,,10,u_mass,2000,-1.678164079346366,743.6847349678412,"[(-1.738279524789976, [-1.54706056241913, -1.3286233801563074, -1.5957615005888501, -2.437760871303515, -3.0238608651996737, -0.5513034617411098, -2.120161749735745, -1.9485006677611996, -2.854035927686869, -1.2975529591493595, -1.8542941878853447, -2.8781330666490192, -1.4254051331554478, -1.2136070107380208, -1.2556034898674275, -1.2562523247815343, -1.8686290032991921, -1.847183786095144, -1.3027771215703157, -1.6910089819220187, -1.6960708882368178, -1.530491628022369, -1.6683830614399338, -1.5262469655550792]), (-1.729092979090779, [-1.6807030121200486, -1.5507726138158495, -1.1059478042227229, -1.194799298807616, -1.6753098838727738, -2.048794833947661, -0.9919283112310252, -1.182924065030987, -2.397115629232908, -2.2355156656843493, -2.019565185424806, -4.194581481708933, -1.7863615607522976, -1.078046481472466, -1.3755396088525746, -1.847636022892985, -1.879714138822363, -1.957530580361803, -1.4916415185426521, -1.872964982499803, -1.7940610222183742, -2.276593407525286, -1.3110229430527995, -0.5491614460856119]), (-1.6560044906352342, [-1.7841674761158082, -1.058735023243608, -1.4295092234560078, -2.878688765814063, -1.8405408546776132, -2.559429388695128, -1.40353851379048, -1.3901920240421601, -1.593481683052488, -1.003867640944088, -1.430692652435258, -1.8454844245767181, -1.7300445963638171, -2.6514257326298805, -0.5688443980184689, -1.1771277248269383, -1.6288701503570435, -1.5190253270999161, -2.058663444004161, -2.0124715193829035, -2.1931139328400024, -0.9344677595615504, -2.0122434003932392, -1.0394821189242835]), (-1.6853609250399426, [-1.3473704820682224, -2.140744176099723, -1.655376435549754, -1.886441197155843, -1.662228507844586, -2.4218972720500864, -1.328346385217756, -2.094360236087635, -1.5182380317512136, -1.5269985346418165, -1.694299609593059, -0.5498774823632531, -1.5825131668494568, -1.7103874010241473, -1.3227368598396227, -1.2962097948681228, -2.6480825709271083, -1.9021424800987448, -2.5426724346599787, -1.3668101874280818, -1.2078464337976254, -2.0450630639425245, -1.1142117078565128, -1.8838077492437524]), (-1.5820824771758992, [-1.179065690233983, -1.270915142245879, -3.2313175351289027, -1.8795271181525453, -1.455739271124712, -1.3108354179625314, -1.4618705170929565, -1.6552826204751687, -1.8122952626043811, -1.510167528337224, -1.6847653174516906, -2.6014132674999066, -1.4552598700753325, -1.0623067214477175, -1.717040136938774, -1.0660025882781823, -1.9783172328167689, -1.773968286844944, -1.720446834345402, -1.5752987997866745, -1.071888779120658, -1.0975398596410406, -1.2690752933552116, -1.1296403612609933])]","[740.5168314305408, 740.2966005044783, 742.6841512769989, 748.74183012709, 746.184261500098]"
11,2000,25,0.9,"(1, 1)",30,,10,u_mass,2000,-1.685552884149829,758.4448392140954,"[(-1.6725217408073092, [-1.7563977136616946, -0.4415156412839095, -1.2836279035115232, -1.3966102849094868, -2.3799245259628856, -3.1897946158585264, -1.2616541098259781, -1.630174307541189, -1.9216416479414384, -1.5986951122566464, -1.3342364646855247, -1.5472409574094308, -2.433810221463941, -1.2592055374265012, -1.5487524734523213, -2.498450719632238, -0.36672117896851825, -2.107887491664985, -2.0263682843394237, -1.2047869440374848, -2.159514497795438, -1.8689071809139477, -2.2555880321895256, -1.4804254699377926, -1.3527849056011199, -0.9126855549174682, -2.125759323604785, -1.5752744253869915, -1.0344865366520695, -2.2227301613864956]), (-1.63032866997171, [-2.018056007657876, -1.5496582553988112, -1.1773804217762758, -0.4236257872005171, -1.299249114491393, -1.8313596042538727, -1.207804988999975, -1.3447511265358074, -1.3489909445156958, -2.590802199157349, -1.8268254242426136, -2.0256622626357284, -2.121748253244428, -1.1502081359263665, -1.7317162109170712, -2.266973964909173, -1.157125601225213, -2.03200543462953, -1.92554049170914, -1.4036161355047128, -2.092816482918636, -1.1575327457747369, -2.5927648044356144, -1.9066242398770874, -1.7052615673054365, -0.581230182668425, -1.7911825703543034, -1.551199788187376, -1.2756105882367839, -1.8225367644613635]), (-1.7284989619619706, [-1.8768962579760315, -1.7498906397137444, -2.7964775087999905, -1.2983676039101204, -1.5601063073357453, -1.5397052115254837, -1.178450430617227, -1.6364066168303408, -1.3984861814282539, -1.5957473392745227, -1.9380636502975992, -1.5811173196183583, -1.7262531488422521, -1.7023809624601038, -2.0233410819457345, -2.1117591118847527, -2.130721419382895, -0.5513034617411098, -1.5787073903890299, -2.0462047671878123, -1.4840017657334141, -2.1024443035254428, -1.0861534369038661, -1.6705180865891676, -1.8289818158219937, -2.4949287260682884, -2.0131260241065507, -1.086676981572623, -2.3430998125156774, -1.7246514948609832]), (-1.701027676564612, [-2.03736728537111, -1.6983355402234372, -1.583621686693193, -3.4697250863080864, -1.2174798161345102, -1.8622879278438893, -1.3477420659718788, -2.4143535860754985, -1.344386635272138, -1.9508645476469098, -1.6064534453491455, -1.3607630726883673, -1.5471406062849051, -2.930318205199703, -1.9297229216365244, -2.012736874496724, -1.2902804655370046, -1.9487608680067385, -1.1300335434555202, -2.273907714589634, -1.237321656657504, -1.3868221188508079, -0.9549908018100554, -0.5761695152121594, -2.440636477504932, -1.4004349809191856, -1.5343374666176832, -2.2218404767624698, -1.1448671829917094, -1.1771277248269383]), (-1.695387371443543, [-1.6703652166346052, -1.4645530436059933, -2.388892326164561, -1.0743780740376363, -2.042737200907252, -1.4464920516142672, -1.4226622106939393, -1.176498702413056, -1.8340408557389576, -3.2463738541380716, -1.3648033853843657, -1.749635492448464, -1.4869717701727379, -1.0056437895397414, -1.1691828251642276, -1.9457815669497918, -1.0765805848409324, -1.4692114568927763, -0.44079960500626836, -1.5630344105698293, -2.771213925208279, -1.6289971131542305, -1.6758154538394399, -3.3348570682676293, -2.684458473416221, -1.8332780553740549, -1.3581476175473726, -0.47901700608956105, -1.6381153874738437, -2.419082620018176])]","[758.1171041887135, 763.2874199741218, 765.6862661679537, 757.0811731659284, 748.0522325737599]"
12,5000,25,0.9,"(1, 1)",6,,10,u_mass,5000,-1.1678191917500778,1186.268602989251,"[(-1.2823303722811379, [-1.7181833044384411, -1.6326653700890852, -0.5692034185424099, -1.296883137895769, -1.478640660638545, -0.9984063420825768]), (-1.070729198596803, [-0.3394377421511113, -1.2850618376206506, -1.0066881881646506, -1.061338461154796, -0.9334502655220648, -1.7983986969675454]), (-1.2431374615261888, [-2.219723854883594, -0.9416468175627654, -1.0210031527409151, -0.598148709089466, -1.128045148307412, -1.5502570865729797]), (-1.1451014092809324, [-0.3405127989526936, -1.729062152765857, -1.1962222133921074, -1.120711580465041, -1.413936301811203, -1.070163408298693]), (-1.0977975170653262, [-1.170578759053934, -1.1574355789207336, -1.1121621006364242, -0.8653262678232684, -1.2729878294904169, -1.0082945664671796])]","[1122.9661900860583, 1146.7619153311355, 1195.946778354773, 1184.8096435111534, 1280.8584876631328]"
12,5000,25,0.9,"(1, 1)",9,,10,u_mass,5000,-1.3589992793893495,1173.642878615172,"[(-1.2668992362187723, [-1.6271038114440364, -1.2281737408882876, -1.7968301195176226, -1.0679762680247558, -1.3426441283335993, -1.0269494132970773, -1.3780899224138208, -1.365122303507343, -0.5692034185424099]), (-1.4269675977055565, [-1.3452807280511307, -1.502107053699735, -2.402538813653606, -2.211437561429097, -1.0914199777358042, -1.553654842022651, -0.9543631820795349, -1.1943593664697028, -0.5875468542087476]), (-1.3047995996518476, [-1.6228403197925347, -1.567231162249644, -1.7023732283975932, -1.2910040684097013, -1.6990089277069647, -0.9463061860689839, -1.1353448094496086, -0.5875468542087476, -1.1915408405828491]), (-1.3434867424181118, [-1.5188020107004965, -1.2320246575020013, -1.9025276259931323, -1.085287210206983, -2.1254071621829578, -1.5478638512350784, -1.1117063513294836, -0.9985583940704632, -0.5692034185424099]), (-1.4528432209524615, [-1.1200217629238127, -0.8170312311777017, -1.2338942390235919, -2.7816921880718986, -1.1908650627923727, -2.47280127344268, -0.49943439985623506, -1.260261613518464, -1.6995872177653972])]","[1124.9095045316355, 1144.2076279905048, 1157.9862797795508, 1174.0754845324823, 1267.0354962416868]"
12,5000,25,0.9,"(1, 1)",12,,10,u_mass,5000,-1.4599258058430593,1175.142278735446,"[(-1.4161228359705544, [-1.0811492654300219, -1.8244751061429039, -1.2752793020352198, -1.865585726979681, -1.278811909726926, -1.4077372843982094, -2.746275097752982, -1.124896596203528, -1.2702363000182584, -1.4660258789777112, -0.5875468542087476, -1.065454709772465]), (-1.4672341770360944, [-1.8857604457862631, -1.6800876801896352, -1.1325183255715312, -1.6031277752237054, -1.3452807280511307, -2.086674107146009, -1.3193498074933236, -0.9927449657355382, -0.5692034185424099, -2.374978218485251, -1.465016833343868, -1.152067818864468]), (-1.4818599347529264, [-1.3438940578933143, -1.566708063959767, -1.6445199944184383, -1.2520878292379898, -0.5692034185424099, -1.1389036144219284, -1.0689140693026127, -2.250657420531896, -2.5840591338188332, -1.433515891127092, -1.902052495036566, -1.0278032287442684]), (-1.4657987441454745, [-1.2448570492936526, -1.0295393615641857, -1.0847030444983274, -1.8874975494408301, -1.5708445179928667, -1.4012575271269847, -2.1189352671197947, -1.7246514948609832, -1.5934922648584824, -0.5692034185424099, -1.5907063640266175, -1.7738970704205597]), (-1.4686133373102466, [-1.4957954934330764, -1.2216129968398786, -1.4830406806123606, -2.554618672556323, -1.4997777462806947, -2.1112622511777492, -0.5692034185424099, -1.2086909484903896, -1.6286577883973443, -1.0211913859002943, -1.3173588394663371, -1.5121498260260984])]","[1156.3384023199797, 1160.8242331029999, 1173.5907750915667, 1166.1681443393202, 1218.7898388233643]"
12,5000,25,0.9,"(1, 1)",15,,10,u_mass,5000,-1.4990700212770671,1183.3247736351314,"[(-1.598654063412257, [-1.2207768272609092, -2.0419985018949856, -1.2765293505758546, -1.2950377707149001, -1.344072710648957, -1.2400560529989626, -2.116070471675662, -0.5875468542087476, -1.7610471485861698, -2.0044721122339393, -1.2520878292379898, -1.569082182701063, -1.5637058926686946, -2.0669598593964804, -2.6403673863805386]), (-1.5318003795870607, [-1.471290243650039, -1.1698593628305096, -2.327448092522433, -2.56860125375479, -1.1503805492641295, -1.3079864268850288, -1.6997910124503155, -1.7445747031819947, -1.8633105869032922, -1.6003876882306693, -1.8545352268019315, -1.379191995672063, -0.5875673916684647, -0.9436410888455627, -1.3084400711446877]), (-1.4902361976861946, [-1.0075382572400857, -2.442604390881401, -0.5692034185424099, -1.0103260946312016, -1.4718176538283778, -1.374830888589443, -2.2534459501113435, -1.4970240937520032, -1.6824861070059174, -1.4765925660024584, -1.2797831130379111, -1.474127379339218, -0.9603771115178205, -1.3176258529642906, -2.535760087849035]), (-1.4040586034528928, [-1.4838390080921755, -2.1493314023932557, -1.1766688496474802, -1.6956407408153527, -1.3454817950207114, -1.4479457920506142, -1.523601528798184, -1.2195601890812007, -1.7821301449514702, -1.077828646150548, -1.7860225925551747, -0.9993590595509261, -0.5222711107673493, -1.563254428016376, -1.2879437639025768]), (-1.4706008622469315, [-1.2924919822961936, -1.736427830292392, -1.411607262437486, -1.0239109368850712, -2.274005945780067, -1.4885074174886836, -1.4391651302343687, -2.101912033367777, -1.6401221629451528, -1.2111863207276314, -0.9534602767165201, -1.7084958967435309, -1.0848627857060373, -1.4578981637119341, -1.2349587883711264])]","[1159.4922931165538, 1154.668476434653, 1172.887117141976, 1202.2807451700687, 1227.2952363124064]"
12,5000,25,0.9,"(1, 1)",18,,10,u_mass,5000,-1.5890009539037826,1196.8208175572436,"[(-1.5640813331054808, [-1.4774781297533224, -1.3064603388881695, -1.9386694912888636, -1.9058772837944218, -1.5845515482821233, -1.851374584996748, -1.4314287703681556, -1.1455251868768603, -2.4411148490232883, -0.5692239560021269, -1.0836611808524832, -1.0696961314246398, -1.2550254029930072, -2.413570675829975, -1.143006662457963, -1.6088390694427508, -1.5585012521294326, -2.3694594814943226]), (-1.605671056898358, [-1.3116171588875676, -1.5418628941882866, -1.5509428758773374, -1.7246514948609832, -1.7993426915185422, -2.152016965517474, -1.3719792376050868, -1.8235425719397234, -2.1283937794643046, -2.209796763669652, -0.5692034185424099, -1.069440964174212, -1.1326126969972716, -1.6836301606563848, -1.1569846943317459, -1.9516539855653958, -2.507853630556768, -1.216553039817308]), (-1.5401874631785644, [-1.4090205730318364, -2.287508632889473, -1.1457432358611894, -1.3067605011498096, -0.5692034185424099, -1.261634426289794, -1.2660923341513408, -1.5953553102040363, -1.3527903798211454, -2.175713303647073, -2.039274493644494, -1.2656355801105346, -1.172230637217679, -1.7487156655804623, -1.1671544724012102, -2.2601730090317687, -2.2868521680408995, -1.4135161955990005]), (-1.5448760614815404, [-1.738908993282111, -1.2078464337976254, -0.5692034185424099, -1.7465918657470512, -1.7636205304335166, -1.1947621914289837, -2.123552739583393, -1.0345523966523824, -1.2381760458348592, -1.2126616913074706, -1.1190752705753735, -1.6182735507052195, -2.4515254648432774, -2.1469217298202268, -1.274237167288358, -2.717480231914072, -0.9878332313346192, -1.6625461535767772]), (-1.690188854854969, [-1.680889635413214, -1.9876752608392214, -1.7468523224217298, -2.645204463868419, -1.6611814605953859, -1.4222376022666243, -1.477248236894029, -0.5692034185424099, -1.3478675589330145, -1.0958945583999926, -2.134689584488996, -0.9036586249997002, -1.071923760685398, -3.0335408054857043, -2.0998100442755034, -1.9648954182688758, -1.4886043604660992, -2.09202227054513])]","[1171.9724100846097, 1170.4234072981465, 1191.8906113564728, 1196.0679880896328, 1253.7496709573566]"
12,5000,25,0.9,"(1, 1)",24,,10,u_mass,5000,-1.695640154671878,1232.3721832284589,"[(-1.7525354396794388, [-2.2156293297473453, -1.5561308804745586, -2.0269094657988136, -1.1082711555528377, -2.3785628105432943, -1.373663561049857, -1.2625866926177296, -1.1771277248269383, -2.1272035752638327, -1.730748087889939, -1.4456643103436366, -1.3362538491932634, -2.2652609529199332, -2.0742353319349562, -1.4740107694246105, -0.5875468542087476, -1.1455336683976594, -1.594522016928566, -2.1135536309646, -2.255495767933218, -2.1968537781082498, -0.9747591911602823, -3.4971794073016005, -2.1431477397220635]), (-1.7780476244507035, [-1.6174882005844577, -1.8440278869504318, -1.334896028286591, -1.7573753660602605, -3.813437160073456, -1.3456394346470595, -2.072041717965193, -1.5715357952603584, -1.6149594658930224, -2.175721362322216, -1.0079889002531537, -1.350118512397644, -0.9139429356428563, -1.5415756646227372, -3.2012472931898444, -1.1771277248269383, -0.5875468542087476, -1.5403956638663348, -1.7033249937369046, -1.80609308398565, -1.7505776993629316, -2.3691580146239763, -3.451451251207746, -1.1254719768483763]), (-1.6326674564279788, [-1.564671804329716, -2.312947007762109, -1.56163416894136, -2.9073535653514777, -1.3315082908978497, -2.116300050492674, -1.2988871208058448, -1.2888040179355729, -1.1695641911702892, -2.4540920524085377, -1.4052291889477748, -1.4188743632311567, -0.5692034185424099, -1.207299124711859, -1.562552255514824, -1.856054563621933, -1.8835037011535694, -1.0230022715144007, -1.307220601441887, -1.8339260605743082, -2.641712933068366, -1.6820431869564032, -1.2189046658006337, -1.568730349096533]), (-1.7157573371112964, [-1.3773004597994265, -2.046298031544888, -1.6122334599558732, -1.5792344812499641, -0.5875468542087476, -2.0002630500380447, -1.2054826377788657, -1.7082505261055145, -1.1004161054060533, -1.80632536312894, -2.587921760961457, -1.9440688175368879, -1.0156189587418782, -1.8995253627607904, -3.466637173104989, -1.9429745002496401, -1.0096804829459307, -1.3900153389459504, -2.01058514256733, -1.9977174006836003, -1.31258491534156, -1.7781248543703088, -1.266052783164634, -2.5333176300798397]), (-1.599192915689974, [-1.6197495431272477, -0.5692034185424099, -1.383637188410186, -1.3033020718415727, -1.2930211012456103, -1.120262852461186, -2.242918944639621, -1.3690862411823939, -1.4134629065758968, -1.274820966556519, -2.11193157277716, -1.273925053287454, -1.8579022579942353, -1.6703652166346052, -1.4880153542225572, -1.7122988094102918, -1.3334376176192875, -2.191939083857954, -1.8193998792042263, -1.2114817694014455, -1.3081442175435922, -2.368877382776591, -3.4020026452639613, -1.0414438819833727])]","[1223.8507386022713, 1198.0130025915291, 1229.7873208110225, 1225.777006796565, 1284.432847340906]"
12,5000,25,0.9,"(1, 1)",30,,10,u_mass,5000,-1.712183860598665,1271.2632297238354,"[(-1.782891248457142, [-0.5509444412171687, -1.1619874394725673, -2.42306191078928, -0.9810329507833957, -1.9383798092494948, -4.031240225879936, -1.989787687198101, -1.3587980332164113, -1.7177948673852743, -1.8294891192312295, -1.186368560015464, -1.4571580878151214, -1.7169940270947883, -2.253037054272779, -2.0239623219530167, -1.7892141595570115, -1.6996216341171808, -1.3629022186884614, -2.402253750225588, -1.5269591660889625, -2.083734478486552, -1.0238010574945555, -1.7745541808570318, -1.6349239631583041, -1.9389360465801642, -2.1263169198072984, -1.2078464337976254, -1.8133826208076373, -2.891758543654284, -1.590495744819567]), (-1.8476999982130382, [-1.6558961854907526, -1.1153320272583493, -2.271971388240066, -0.5692034185424099, -1.7819220968002643, -2.1920628851257598, -0.9961560002262894, -1.7441529788811077, -1.8404879768627271, -1.703481533059011, -4.949495978377687, -1.0813631147138245, -1.5633551871807694, -2.4911871235896896, -1.909625625334152, -1.2323229066735302, -1.7191418234585538, -4.23222568232241, -1.2250764674298855, -2.099043831379892, -1.1777207693493572, -1.904165543502597, -1.9442573935779173, -1.4253632758846726, -1.7204795915090667, -1.409767008689372, -2.443479517524844, -1.671200622558666, -1.340095525186759, -2.0209664676607653]), (-1.6183765929157978, [-1.7704552439939951, -1.7142500988106797, -1.7680328332120427, -1.0728046287354267, -0.5692034185424099, -1.809443843874139, -0.9487359391417323, -1.2206678358515206, -1.9362035877372084, -1.7513203676733453, -1.126849924400708, -2.3886681646750145, -1.9561813700376667, -1.0077742120123887, -1.7021497046747616, -1.6302185461876342, -1.6076225226527432, -1.5109444500301994, -1.9366704463273519, -1.9571780095060742, -1.3805447053565245, -1.3393486683592333, -1.2560423742406992, -1.0752633195827612, -2.343482916038882, -1.9790205337856415, -2.559907990318091, -2.521447229043141, -1.5519960023475319, -1.158868900324393]), (-1.5978617403797444, [-0.5509444412171687, -2.231879110719416, -1.6359694176580202, -2.293668822439215, -1.7232914866217253, -1.186676471995653, -1.329676555989336, -1.4237056222238853, -2.367651007699832, -1.6975696327742003, -2.584737532908615, -1.6952675545366869, -1.443257287620506, -1.2089206152876695, -1.2028720912169026, -1.3370535077175953, -1.4075750763858346, -1.2825941507339211, -1.6277762050031277, -1.9722216657304354, -1.7697999920003016, -1.2708075770846858, -1.1601613001996571, -1.151225850192712, -2.3042998041989886, -1.5962231301214196, -2.210557043204799, -1.5992524815519171, -1.2699455675405213, -1.400271208817582]), (-1.714089723027603, [-1.662964572397214, -1.7599927242217648, -1.2185957053730123, -3.161901918812021, -1.4059064786256867, -1.9862588518707118, -2.0070331248453863, -1.4317515161478638, -1.341547524952018, -2.332572346131276, -1.7428796655029, -1.4350840498761586, -1.4685748927694482, -1.386479174302765, -2.1078561084523013, -1.4165399217581487, -2.641417163606344, -1.4740643091243777, -1.5113963861274151, -2.352938453759354, -1.7677307489264327, -2.0240464506121394, -1.5087059408819967, -1.7559350901417146, -1.2346448947116384, -1.5655632874043455, -0.5692239560021269, -1.1771277248269383, -1.1458930991041745, -2.828065609560425])]","[1279.195091802829, 1264.6809210967913, 1270.3731607447307, 1249.7254740428887, 1292.3415009319372]"
13,5000,25,0.9,"(1, 2)",6,,10,u_mass,5000,-1.1678560797587088,1349.49096728975,"[(-1.1071215538031207, [-1.109929240460128, -0.858339165334907, -0.3050544912208139, -1.1660258960471626, -1.150742626654257, -2.0526379031014557]), (-1.138222033854028, [-1.1711946154375719, -0.3233979268871517, -1.8608956007408008, -1.0114167355437929, -0.8055360450214258, -1.6568912794934267]), (-1.1329489521712681, [-1.935522062648662, -1.1949480065097622, -0.9097150574407981, -0.2999434085116674, -1.2938049775524312, -1.1637602003642886]), (-1.1857474655912377, [-0.3233979268871517, -1.0763481548803968, -1.006626032004249, -1.4389538303497211, -2.230554203789466, -1.0386046456364417]), (-1.275240393373889, [-1.0685342759151453, -1.3223543950183076, -1.5810602765683919, -1.2875307564085874, -0.9976613496921638, -1.3943013066407366])]","[1289.5963484759927, 1311.0487611260476, 1347.8838764677078, 1346.586574280865, 1452.3392760981376]"
