run_num,max_feat,min_df,max_df,ngram_range,n_components,random_state,top_terms,coherence_type,num_features,coherence,perplexity,cohe_folds,perp_folds
27,10000,25,0.9,"(1, 3)",12,,10,u_mass,10000,-1.342035058643812,1987.445693541979,"[(-1.3799935213847803, [-1.2273088508577732, -1.7268976466553736, -2.61253114449725, -0.2167460892582435, -1.5315996620039094, -2.3816269753327695, -1.028736345199832, -1.1272360852970775, -0.632676787715504, -1.1949150368437365, -1.1301875068398315, -1.7494601261160605]), (-1.276966341312867, [-1.9193402629482377, -1.1216220362163338, -1.8682181529091058, -1.2327946218174448, -0.4390922787146031, -1.6030044001873185, -1.1166220753167144, -1.5556892514833116, -1.711233404872324, -0.32290802326900375, -1.438166852503753, -0.9949047355162499]), (-1.3381616877186033, [-0.30470557341478055, -0.49142071152248845, -1.364332808064465, -3.1074146696937097, -1.3756512346663956, -1.0611477140384362, -1.4887443831494442, -1.5764263456943834, -1.4258021678497328, -1.0703162835126543, -1.0622897691404165, -1.7296885918763332]), (-1.3459567375579253, [-1.1167304854553355, -0.5329485471291482, -0.2932202114318879, -2.3310024317685163, -1.3687582922149764, -2.1842095111420647, -1.2167080202751, -1.3974050904785942, -1.44220009552157, -1.377318618221389, -1.572657342968107, -1.3183222040884166]), (-1.3690970052448845, [-1.0440869350298996, -0.32343164153127374, -0.6142883718976813, -1.534337945328082, -1.3411923624221649, -1.396624240553887, -1.2731651568145388, -1.4000479671577688, -1.095986144580447, -1.0750702478675207, -3.606754607843949, -1.7241784419114032])]","[1960.9340915353023, 1974.868113150505, 2021.865640054261, 1893.953714603495, 2085.606908366332]"
27,10000,25,0.9,"(1, 3)",15,,10,u_mass,10000,-1.4093713531347412,1988.606265683417,"[(-1.5468322365136842, [-1.5043418205270724, -1.609350542962036, -0.3230389063632106, -0.6412385125886207, -1.2090646930167892, -2.06495373247586, -2.137042781803673, -2.083513239519871, -1.9579857633478854, -1.210488180364539, -1.3853709412592383, -2.5329582482214232, -1.9482007181252496, -0.838611696204873, -1.7563237709249235]), (-1.3156532758638195, [-1.2622191474225093, -1.348458166689596, -1.6563653287703242, -0.21639717145221013, -1.5442172141530477, -1.2563082907427823, -1.003814801236478, -0.9368608746776118, -1.3827801706388356, -2.108440959055237, -1.7482431048702494, -0.4514454069765888, -2.1392272139607735, -1.5430154347936078, -1.137005852517445]), (-1.379157130561656, [-1.0572305043929855, -1.3021762635713805, -1.109932276963724, -1.6078485272742293, -1.9006033898621373, -1.6883641137714407, -1.3449288828747887, -0.9352283652098293, -1.4617853772016458, -2.956585697975953, -0.6017384438101522, -1.254516602079115, -0.3233979268871517, -1.8278739095463967, -1.3151466770039109]), (-1.3951451206981738, [-1.3845729413329106, -1.1008305910563405, -1.0488824873756506, -1.384286329766452, -0.3233979268871517, -0.5836279717683206, -1.758005927763381, -2.178012414392446, -1.4311671100687886, -1.557895554249035, -2.214799449507058, -0.5850190882800874, -2.4894789558644703, -1.1737695960045458, -1.713430466155966]), (-1.4100690020363724, [-0.632676787715504, -1.611860566547274, -1.1630632853077039, -1.5627483091965242, -1.402320628107391, -1.1746335146607607, -1.1351908400912487, -2.693557897661942, -1.4000479671577688, -1.2248076556473582, -1.6411126138930914, -1.9920266825442001, -0.3228971597191954, -1.756232692919009, -1.4378584293766128])]","[1970.6010382869888, 1990.1061999141612, 1983.9334153367995, 1901.859382471522, 2096.5312924076125]"
27,10000,25,0.9,"(1, 3)",20,,10,u_mass,10000,-1.5349060561965189,2038.3760685172747,"[(-1.6433224569513782, [-2.6672643396994995, -1.868669111224177, -1.287850088350771, -1.0927473124833291, -1.0925942244666826, -1.3208773401344165, -0.6266980540902165, -1.2058675230198663, -1.5252257155564892, -1.777456962549248, -0.9426257746051475, -1.0300054464547403, -2.707015151505664, -0.216351378058062, -1.6044825855455058, -1.6300375322950635, -2.034787391635087, -3.50240329031229, -2.101164270837112, -2.6323256462041966]), (-1.4725098494711262, [-0.9745493381666837, -2.841907009233131, -1.4074952911913705, -0.2790645550165299, -1.6284830685450629, -2.3389823997365053, -1.812178940575684, -1.5779068407071055, -2.284148556054207, -1.4539117934887213, -0.9646926342105617, -0.445255447354024, -1.522719801915495, -1.9742700717095842, -1.6285265495675552, -1.7012149229393831, -0.15642165800392585, -1.1083081130236732, -1.3766162021824886, -1.973543795800828]), (-1.5008904237685772, [-2.2568130860794393, -1.3021762635713805, -1.7617200709066092, -1.7980934556020913, -0.931915513053499, -2.2736446374934425, -1.2392800317591133, -1.4094932729778733, -0.3230389063632106, -0.7170491629153726, -1.1756752088893097, -2.1223867245593624, -0.5991373377496715, -2.262373836860852, -1.7677252367944962, -1.096451628874958, -2.309829149455025, -1.3170792461938294, -1.8589208096049952, -1.4950048956670163]), (-1.3773831532218197, [-1.6715872179521054, -1.8485405633182583, -1.150034661781354, -1.05801306437449, -2.0306976392350156, -2.0288228565504953, -1.7693315511872612, -1.5539998733435545, -1.4948367687034176, -1.1166227720880144, -1.1635549301734964, -1.6850608692852613, -0.6780969939874394, -0.23122673156143284, -0.6171895009501766, -0.2715716037149825, -1.6448271688112774, -1.6263218478116672, -1.5224051165938988, -2.3849213330127976]), (-1.680424397569693, [-1.2907734315122577, -2.837089344102715, -1.932986618037668, -0.21638019304667885, -1.3512928324972617, -2.1490247997953804, -1.2714925126864416, -1.4179326310327602, -1.1558434381691647, -2.1105548978859363, -1.8181851700366356, -0.6412385125886207, -1.0820704545691084, -1.9754088409683548, -1.274548465547375, -1.9427530763384722, -1.5483868811222856, -4.476580952672515, -1.6093825658619638, -1.5065623329222633])]","[2018.672956708968, 2020.067699082979, 1997.6707990735772, 1966.1288314935407, 2189.3400562273073]"
27,10000,25,0.9,"(1, 3)",30,,10,u_mass,10000,-1.6720210823295631,2110.7959291741063,"[(-1.6390110039291739, [-1.3791602371530103, -1.5337794879162674, -0.33952313842747817, -1.9448056266836526, -1.7357133646414988, -1.432981714555869, -1.9065031415035703, -1.815247896373926, -1.4999235716438355, -1.4661484163582845, -1.9338146114109909, -2.514538430843767, -1.5677706932571254, -1.6786069606880363, -1.0575967679767635, -0.1768486236323171, -2.6971203735853946, -1.32686461882525, -2.596509714869135, -2.764936568103428, -1.8204682723479253, -1.874441886858995, -2.4420054631678796, -2.1582940453096575, -1.4105222215725914, -1.0636357475903304, -1.3929911160739263, -1.7674442211118377, -1.5720734689740339, -0.3000597164184291]), (-1.7644508679953426, [-2.2027561570764944, -1.2497341923092287, -6.119270422553769, -1.1054010248569588, -1.5939264247100362, -1.8164783682897854, -1.1879546521689217, -1.6669374804354304, -0.5148380750873165, -0.5149122866636072, -1.3441978983131218, -1.665239207762282, -1.4785553655885015, -1.4393794689114223, -1.350495761857626, -1.5708131597200554, -1.8866291857862738, -1.3224181561547435, -1.151065659592212, -3.0850284707440974, -0.31721530479687626, -1.5141608629901608, -2.8047286857310527, -1.3826347008929696, -1.5874841833679663, -1.6832083878870816, -4.0885033542214195, -2.0527030872009036, -1.815533087900666, -1.4213229662892894]), (-1.7779504808342976, [-1.2193611677630978, -2.156970305760835, -1.446384508217828, -1.1206332291743437, -1.8428340873845388, -2.4653459612033526, -1.1538493339124305, -1.4399946655310563, -3.320590576496097, -1.3795214613044462, -1.670446185746754, -1.3857008707560101, -1.5019532181904576, -3.14396350223154, -1.270852373536487, -2.3399231092212633, -2.0811390980843876, -2.343075198567353, -1.6256743986785478, -0.21620473388526223, -2.149409418363167, -1.5387930640713503, -2.0696774252166814, -2.3342268890300244, -2.064408155128498, -2.1686508669545725, -0.3854936102102839, -3.618158993637037, -1.0184738645389793, -0.8668041522322378]), (-1.562185818048683, [-1.2650391723359, -1.9165444891079346, -2.0397183084351656, -0.27930460942404156, -1.4470947918638704, -1.8798437052700538, -2.2108264534977007, -2.0382987277478763, -1.1895765936038625, -1.7956879053418484, -1.5905800074403966, -1.104312799129361, -1.4839173296156913, -1.2104848149231242, -1.5634783065371216, -0.4227853820663406, -1.9251373549005482, -1.486276613142206, -3.9170933921702757, -1.0644495093829567, -1.0277785259069963, -0.4638198011532686, -1.4242733761735271, -1.6586676482387028, -2.59494571409677, -3.0585107976391788, -1.4941833977661505, -1.5559835054887003, -0.3595564185823267, -1.3974050904785942]), (-1.616507240840318, [-1.998499450889921, -1.360274157530528, -0.6412385125886207, -1.4031349338077033, -1.965733325058539, -0.3978161482654814, -1.8341400712258447, -1.2311831694689914, -1.53107539291679, -1.9629067681649865, -2.00088715985802, -1.255120438900653, -1.7522484452266576, -1.5527463751941004, -1.1952859645474412, -2.235792504113675, -2.0706087867702605, -2.5310564918057286, -2.7516123541389965, -2.093954916280261, -0.3195986042631299, -1.260161321996703, -2.029832604079043, -1.0211506999428168, -1.1211940223838017, -1.2292737324385732, -1.4365597393082397, -1.8782702274393772, -2.003609084913358, -2.4302518216912987])]","[2080.704266111572, 2062.9446103709097, 2081.4729998876874, 1962.026212050363, 2366.8315574499998]"
27,10000,25,0.9,"(1, 3)",40,,10,u_mass,10000,-1.6749912681794552,2188.730852642956,"[(-1.771615046216747, [-1.9243985202605476, -1.5527136900507499, -2.041914273842111, -1.4678135071106233, -1.455143840825723, -2.3914019553634707, -1.5259002522469185, -1.357023363193504, -2.081360249353719, -2.1659479771792505, -0.3194231429749928, -1.4102399677375588, -1.6052139656012365, -1.3163913306391712, -1.6652865534951928, -1.6257425764590046, -2.963756003620041, -0.35794779753604955, -2.5899468204746463, -2.047655236268174, -2.531986113513843, -1.4302658345739432, -3.288155489938963, -1.627032638793804, -1.8024290260840303, -1.158075951644943, -1.8588147669538984, -0.42161310661162504, -1.746114478059377, -2.3927897104643163, -1.8407474470751264, -2.7697198734964994, -1.8315813809391228, -3.063782711873949, -1.3528740681234543, -1.3855090612538077, -2.050482524888939, -1.7128268447067887, -1.3345318282829854, -1.4000479671577688]), (-1.7526756739559364, [-1.3958562824697174, -2.1756526554212883, -0.216351378058062, -1.9622960284823838, -2.1610834551173834, -0.9612935902626761, -1.9131823518331608, -1.4486826173179208, -1.304941967859478, -1.7526416150134914, -3.236718036121962, -2.9612183717404017, -1.63474212735832, -1.3951683137113746, -0.3484573592086613, -2.292619120528032, -2.574828590867492, -2.400786008908716, -1.9427855666768485, -1.513610103942154, -2.8892302840661626, -2.050189777882085, -2.181445343385227, -2.567361857518945, -1.5911649671325205, -2.1019057534198877, -2.1511310941115114, -0.6241746010013675, -1.8398115943389053, -1.493954167282985, -1.7132023503251872, -2.0767010891956392, -1.110675620302088, -1.4621800105522753, -1.7483362700424723, -1.5264203842066852, -1.3737321415262924, -1.1794493270292468, -1.6985594571728093, -1.1344853268456285]), (-1.5070733974459216, [-1.3119556990726753, -2.164750845904964, -1.519273809746135, -1.6830260914393866, -1.744640957634543, -2.6691558572297063, -1.1150681253984016, -1.536902561263437, -1.7091270046611549, -2.537554022783582, -1.6366620653044086, -1.3021762635713805, -0.2747714572788666, -2.700227737625341, -1.6608763292527078, -2.455896804576787, -1.1579088891701186, -1.8321397979474139, -1.7635524206270543, -0.4677064065515016, -2.096555389446731, -1.9458677972292602, -1.2056255277034589, -0.9306726472512755, -1.893475818731183, -0.4227853820663406, -1.455029864739294, -1.733762462341186, -1.1284356216569633, -1.8101453201549635, -1.7086494009845956, -0.2785219752567849, -2.5714242846610627, -0.6424037562035771, -0.6281197518764786, -1.9064166884223503, -1.1354537617487184, -0.9953163787147976, -1.3071246824034153, -1.2437762392048684]), (-1.6845905148471805, [-1.0409878418751755, -1.5704450418126052, -2.425556600144819, -1.566045242947971, -0.9093543740820053, -1.931288025141074, -1.4126696277310375, -0.94043050519727, -1.101663379725346, -1.720005450812918, -2.0341880211315475, -1.3926256884531865, -1.4794975092228482, -1.4503680570854214, -1.5090004817550573, -1.8437034447323508, -1.4380621514897232, -1.9250306659668228, -1.5775647210534172, -2.1282090019921487, -2.0639827853568087, -1.2815357101268159, -1.1476845258384334, -1.521277711738919, -1.3020273736781605, -2.4690068978914748, -1.2636395885603586, -2.0262363778306396, -1.6803400853864445, -1.8744678940737882, -3.734753728859787, -2.6587318728058214, -2.7037756540911055, -2.041495786284285, -1.748387210769293, -1.6245300590275342, -0.48723716471809664, -1.9282409340598845, -2.212643751942771, -0.21692964849404742]), (-1.6590017084314916, [-2.5211558498617097, -2.0244891794700757, -2.095891359664096, -1.3078651642652168, -1.9102538871638923, -1.4176872459984156, -1.7517207483719093, -1.8441827733074236, -1.2228978710552334, -1.9342495522400036, -1.6024561068254337, -2.168994249572635, -0.3261688547550529, -1.481897921016748, -0.6266980540902165, -1.5111276738813564, -1.08420114847778, -0.9612935902626761, -4.527455754905057, -1.8877026313652467, -2.738841647717886, -1.4708677589182149, -2.193585406316305, -1.6262034986628862, -1.3106282843269514, -1.226875046040089, -0.3023161610018077, -1.7895185028036087, -1.3883359690832546, -1.8525881787939202, -2.8307877607367913, -1.0635251479781103, -1.6717587067321165, -1.5042566485888502, -1.3124035246962926, -1.865900877278039, -1.61208136848096, -2.104966666307654, -0.9928512019317499, -1.2933863643139918])]","[2160.4213515686256, 2169.8391948941908, 2166.2880225795257, 2047.2371934834337, 2399.868500689006]"
28,2000,25,0.9,"(1, 3)",3,,10,u_mass,2000,-0.9912965338668572,804.1727197882087,"[(-0.7627497450554017, [-1.028541598943569, -0.5350289475212574, -0.724678688701379]), (-0.9562170890399306, [-0.6412385125886207, -1.00645349529776, -1.2209592592334115]), (-1.1735969729589348, [-1.0467817849884136, -1.4247728809346947, -1.0492362529536965]), (-1.0608514052928293, [-0.9909615248505744, -0.9898949338454636, -1.2016977571824503]), (-1.0030674569871914, [-1.027318766207106, -0.8981848345283883, -1.0836987702260799])]","[793.3647344472295, 786.5834957458557, 804.4955230198804, 789.527295765381, 846.8925499626972]"
28,2000,25,0.9,"(1, 3)",6,,10,u_mass,2000,-1.0051592653183263,737.5917954530689,"[(-0.9951512087333342, [-1.279313660190054, -0.949858119972294, -0.589636794370451, -1.7544466947230353, -0.3543685290817942, -1.0432834540623772]), (-1.1187367566456226, [-1.178947867102085, -1.8050863950897633, -0.3050544912208139, -0.6352597789633333, -1.7302864143069638, -1.0577855931907765]), (-0.948325728813959, [-0.995002737147965, -1.3034142669840465, -0.6412385125886207, -0.3543685290817942, -1.2815626520481544, -1.1143676750331726]), (-1.0386092153213144, [-1.0252261587584086, -1.3216326306359802, -1.222446075146992, -0.31202058789056336, -0.632676787715504, -1.7176530517804385]), (-0.9249734170774019, [-0.9316096209752429, -0.589636794370451, -1.1752024518113622, -1.2045439165684038, -1.3254497918517991, -0.3233979268871517])]","[722.5438329714838, 730.7578478291583, 738.3541563454911, 751.7283868200724, 744.574753299139]"
28,2000,25,0.9,"(1, 3)",9,,10,u_mass,2000,-1.1852491417846047,715.4255905045222,"[(-1.2769668160127283, [-0.6412385125886207, -1.1110562082508642, -1.5007293739205994, -2.083250963097762, -1.2909792303343872, -1.642727387849891, -0.3233979268871517, -1.7611744968383236, -1.1381472443469551]), (-1.161432333589788, [-1.7023476900296055, -1.4510115047877876, -1.884939379797718, -0.9365693415796437, -0.8196708175865313, -0.6266980540902165, -1.1362651390463794, -0.216351378058062, -1.679037697332148]), (-1.1395435617021465, [-1.3574949060524435, -1.4807357354450175, -1.2361743784881127, -1.6052849083854248, -0.8949414613671218, -1.7309052767346018, -1.092729807523673, -0.2163870687343024, -0.6412385125886207]), (-1.2642446825987406, [-1.7602825546341638, -1.4912872827334975, -0.3233979268871517, -1.4471805074200785, -2.0192047629531453, -1.4900553113354644, -0.6266980540902165, -1.2087489386284265, -1.0113468047065195]), (-1.08405831501962, [-1.23289901258976, -1.0238770129936987, -1.5225331465703795, -0.632676787715504, -1.0207738586488875, -0.32343164153127374, -1.2907484386862202, -1.7057020708971058, -1.0038828655437502])]","[704.68308590895, 708.8137149288757, 733.6132589463012, 713.1340903459625, 716.8838023925223]"
28,2000,25,0.9,"(1, 3)",12,,10,u_mass,2000,-1.350502119705037,697.7504151331684,"[(-1.2859593509100518, [-0.9852472349113311, -2.2070573851273307, -1.4165512161796403, -1.0656701023338695, -1.9265771445420945, -0.5740792245996057, -0.31202058789056336, -1.3462024389951668, -2.051000454413461, -1.7463008696415703, -0.6228559126927834, -1.1779496395932039]), (-1.4740429237748531, [-1.3905888845076346, -1.133191827032281, -2.0188422709448712, -0.3233979268871517, -1.619469160944385, -1.6665630246011884, -1.796930241370705, -2.020004128747499, -0.632676787715504, -2.4113461713659867, -1.7006082743366098, -0.9748963868444227]), (-1.2911440647314971, [-1.791995806550752, -1.6294724110518966, -0.3233979268871517, -1.0222203921272253, -1.4272479127082303, -1.112916812666525, -1.3942625956291268, -2.0956798260307443, -1.133783355275416, -1.558411279732879, -1.4026020143078644, -0.6017384438101522]), (-1.4004653943167653, [-1.3445490879214839, -0.32784583297266795, -2.036839654652279, -2.020124609217977, -1.1089229426142784, -1.8494095388529868, -2.765573826949005, -1.3347520015586336, -0.8485550211780102, -0.21692964849404742, -1.247661213984245, -1.7044213534055683]), (-1.3008988647920179, [-0.6266980540902165, -1.2803321034613628, -1.1618118320102973, -1.036160236741298, -1.685372695315287, -1.273838854539685, -0.30398953713713933, -1.2239011182496156, -1.9428112771131203, -1.2813257317690294, -1.881486418950997, -1.9130585181261661])]","[683.1433438688232, 706.1130865767823, 704.6589488197127, 707.9593538060303, 686.8773425944938]"
28,2000,25,0.9,"(1, 3)",15,,10,u_mass,2000,-1.4076258383475682,699.0674518726397,"[(-1.466284060471967, [-2.1527484654364417, -1.6047161043419036, -2.119280192885158, -1.0262170260258026, -1.9966230644727894, -1.7347299247379684, -1.3939649226410822, -1.300431366444395, -1.1434937906471343, -2.348224344750762, -0.2156710324566612, -1.662696874887058, -1.1854481293443737, -1.4833176139177577, -0.6266980540902165]), (-1.3545605071384723, [-1.9732851042156698, -1.3350501140924005, -1.0799513337789794, -2.306545520695501, -1.2593820567910727, -1.3708565895306424, -0.5055169863963881, -1.3649674358069033, -1.6916942421211034, -0.3233910533262487, -2.273601465172454, -1.6931114008949066, -0.8801709328419597, -1.6772553996445323, -0.5836279717683206]), (-1.2737967290937684, [-1.6603845258979202, -1.6569328504649197, -0.6266980540902165, -1.4248409139723912, -1.7467362065272583, -1.7193155739042978, -1.4799349986583308, -0.32432549041627856, -1.098407737721725, -1.3703154039592684, -1.0817931683974507, -1.6351114860671085, -0.3977810360567563, -1.9213346741175974, -0.9630388161550041]), (-1.3989486398924678, [-1.376355374975069, -2.1692988958286175, -0.27522058345626527, -1.5307161744285323, -0.632676787715504, -1.1166979504991599, -1.573080321592787, -1.982134053380582, -1.5821495071116465, -1.8856356983093638, -0.8893294941661551, -2.4548506700741566, -1.6073398156556693, -0.2167460892582435, -1.691998181935263]), (-1.5445392551411659, [-1.1351041862463827, -4.025295171542241, -1.531762272678557, -1.3044766968159867, -0.3968800725057727, -1.0012584880539641, -1.8417144462896833, -1.4876508977291956, -3.5411412378372282, -1.4000479671577688, -0.2837241452177116, -1.7838698160373314, -0.6352597789633333, -1.1568357913640466, -1.6430678586782852])]","[700.5138862688423, 701.5466322305576, 707.3593405189632, 701.6362997682329, 684.2811005766026]"
28,2000,25,0.9,"(1, 3)",20,,10,u_mass,2000,-1.4767537954484449,693.4744785240947,"[(-1.4209914787551141, [-0.321431372519791, -1.3914862422846521, -0.5866291526871349, -0.9847066032911985, -1.663687868309089, -0.9984920494818295, -1.2928795818322267, -1.6319121865203148, -1.6885397499062327, -2.5265755283869265, -1.2129342576586868, -2.2941070267696047, -1.9072739539923707, -1.6570818323729846, -1.4190485845741054, -1.4809076199050781, -0.5702969274647992, -1.604890882776793, -1.2444782604278801, -1.9424698939405844]), (-1.5111775516223174, [-1.662429652325012, -1.1318986725799565, -0.3230389063632106, -2.501415704398645, -2.4822828238435877, -2.1962767012142717, -2.333054278895031, -1.0352209738823737, -1.4531467109361493, -1.567346291456954, -1.4349754046185694, -1.095094095581916, -1.6535653862261475, -2.1854882370013016, -1.7284678793067336, -1.0892173683099893, -1.7117621770101645, -0.6196965104172467, -0.7453647332217754, -1.2738085248573126]), (-1.4010391003036848, [-1.5664572903831164, -1.3332008871320327, -0.42537601431931665, -1.364777652695409, -0.6017384438101522, -0.665549689142738, -2.231456861840175, -1.7432460871353634, -2.482860236164338, -1.1365531269227847, -1.5772085334193675, -0.21621160744616524, -1.5771855236936472, -1.3097317504426254, -2.372839771626363, -1.256899787690396, -2.136808645168351, -1.3689339872531754, -1.3235347259560002, -1.330211383832178]), (-1.4873770033047506, [-2.2006260827350967, -1.5420861169742528, -1.180282146311325, -0.7077621931414511, -2.016530917321856, -0.023062210028792936, -2.7910914944019773, -2.060401086439394, -0.6412385125886207, -1.5596364739783133, -1.3974224177482615, -1.3876448654706215, -1.0884339417571272, -1.1287963953007645, -1.7206621864508065, -1.6267762188181507, -2.3745069115740387, -1.0418873126688113, -1.4301349347898205, -1.82855764759553]), (-1.5631838432563563, [-1.552583651222163, -1.307901995567778, -0.6228500967707981, -1.0752295292433742, -2.1340481947144023, -2.2547899024978437, -2.383426977313232, -1.65141862419399, -1.43804668603148, -1.423856902013662, -2.324444406103798, -1.3910311571629665, -1.9541710781316288, -1.1891501967360214, -1.0352229383095066, -1.6948567144362165, -1.224729783615852, -2.678907718572195, -1.6041131527710242, -0.3228971597191954])]","[692.7052622980373, 696.7385981739666, 698.4248441703041, 696.4044627851763, 683.0992251929887]"
28,2000,25,0.9,"(1, 3)",30,,10,u_mass,2000,-1.6134782767353897,701.1981138332245,"[(-1.681994367957814, [-1.5440949207642278, -1.4433950758487846, -1.8087270611515378, -1.7044794736450641, -0.32403847209350056, -4.272788998656426, -0.8636294232257998, -3.768714374992374, -0.2859507232662471, -1.7479784927704338, -1.3598179533239951, -1.2466559414825198, -2.109508301913825, -0.38471882615570696, -1.867385689096313, -2.8521793533919384, -1.7817008708569368, -2.053117916728283, -1.5624416619017483, -1.1706425374101537, -1.645628532274935, -1.694810596353718, -1.3305363798521657, -1.9800256105980811, -2.777176982917739, -2.0545355291493737, -0.4638198011532686, -2.1170965214978836, -1.0096398011016237, -1.234595215159817]), (-1.5491371098361333, [-1.9195416130473177, -0.5826409494727225, -2.36793756876408, -2.0714888529668465, -0.46456279732684985, -0.21620473175854163, -2.3042412113673247, -1.1392897645745532, -1.5390241620123999, -1.2472767660374742, -1.5695407887071244, -1.942561859679632, -1.7712940053859652, -1.7288139290782034, -1.2264563568647997, -1.4768225318070702, -1.0587704413882693, -1.8458124630063468, -1.78307269380719, -1.4125387556400792, -0.44330457419003266, -1.847769019008871, -1.6965772228546756, -2.347957189114333, -1.6785140272129009, -2.5373671311835113, -1.9833858521188978, -1.5033000760549486, -1.3045748226565212, -1.4634711379965246]), (-1.6330284986995023, [-1.697362058144353, -1.3695420464589436, -1.3831907672823185, -2.1404592197814023, -1.8208601529287338, -1.4166126570293915, -2.1047148542017466, -1.5693255752202107, -1.892104980925914, -1.9241541807290399, -1.4804291401874126, -0.38744312973722284, -1.6641571747566664, -1.2479918777294634, -2.5069020953524523, -1.7960428491452034, -2.3120378355646674, -0.216351378058062, -2.0549675041003246, -1.0900925464632125, -1.0583279513239343, -1.773071342899616, -2.297977234594351, -1.3942625956291268, -2.8292908502556724, -0.6017384438101522, -2.2375275636370136, -1.4409511724969244, -2.0928875102847195, -1.190078272256827]), (-1.5025554193309845, [-0.7456788986292494, -1.406941883293724, -2.3616929178890254, -1.8405509332096477, -0.3000597164184291, -1.578141488116138, -0.7177638228525554, -1.855511390658113, -0.34971004123244415, -1.118857746157753, -1.7362389879059452, -1.4420889752573316, -1.5074762924541791, -2.2522793375360473, -1.6908945661636148, -1.7016963728425976, -1.9579935681475724, -1.1109059836157194, -1.4886566037801088, -0.19257262680108592, -0.9348786787722925, -1.8541911443260197, -1.5885395934359168, -1.762159954406147, -2.9121282001234805, -1.3578118341634229, -1.3715279418724662, -1.947192957672725, -1.6059110601031266, -2.386609062092656]), (-1.7006759878525146, [-1.9319477523951434, -1.9848672691355975, -1.519277025360842, -1.8026553722640692, -1.875791568965914, -1.3518375211883282, -2.2228008536213855, -2.136060245124532, -0.21617591676992481, -2.032058359855201, -1.3798321899077808, -0.8125240212107904, -0.5224775063814359, -1.1278825643624617, -2.2075138646083032, -1.4286374532287451, -1.017737815665734, -1.202684003531366, -2.010789156792796, -2.81346886177822, -1.38356026897025, -3.198121443867526, -1.3030651422436306, -1.7598892718078052, -3.0139089502706584, -1.455894083140753, -1.9581819668144804, -2.4330209020734883, -1.1865113644663206, -1.7311069197719635])]","[699.8871014787168, 713.4140075542011, 708.1252434272001, 693.3841737066904, 691.1800429993141]"
