date,GME
2021-08-14,40.630001068115234
2021-08-15,40.630001068115234
2021-08-16,40.98249816894531
2021-08-17,40.88750076293945
2021-08-18,39.26250076293945
2021-08-19,38.22499847412109
2021-08-20,39.82500076293945
2021-08-21,39.82500076293945
2021-08-22,39.82500076293945
2021-08-23,41.22249984741211
2021-08-24,52.5724983215332
2021-08-25,49.91249847412109
2021-08-26,51.30500030517578
2021-08-27,51.23749923706055
2021-08-28,51.23749923706055
2021-08-29,51.23749923706055
2021-08-30,52.29999923706055
2021-08-31,54.560001373291016
2021-09-01,53.24250030517578
2021-09-02,53.380001068115234
2021-09-03,50.6875
2021-09-04,50.6875
2021-09-05,50.6875
2021-09-06,50.6875
2021-09-07,49.75
2021-09-08,49.70000076293945
2021-09-09,49.79499816894531
2021-09-10,47.602500915527344
2021-09-11,47.602500915527344
2021-09-12,47.602500915527344
2021-09-13,50.84999847412109
2021-09-14,49.810001373291016
2021-09-15,51.130001068115234
2021-09-16,51.59249877929688
2021-09-17,51.24250030517578
2021-09-18,51.24250030517578
2021-09-19,51.24250030517578
2021-09-20,48.04999923706055
2021-09-21,47.48749923706055
2021-09-22,47.53499984741211
2021-09-23,47.810001373291016
2021-09-24,46.290000915527344
2021-09-25,46.290000915527344
2021-09-26,46.290000915527344
2021-09-27,47.369998931884766
2021-09-28,44.650001525878906
2021-09-29,43.97999954223633
2021-09-30,43.86750030517578
2021-10-01,44.227500915527344
2021-10-02,44.227500915527344
2021-10-03,44.227500915527344
2021-10-04,42.84000015258789
2021-10-05,43.04499816894531
2021-10-06,42.76750183105469
2021-10-07,43.02999877929688
2021-10-08,43.16999816894531
2021-10-09,43.16999816894531
2021-10-10,43.16999816894531
2021-10-11,44.525001525878906
2021-10-12,43.95500183105469
2021-10-13,46.01499938964844
2021-10-14,45.95750045776367
2021-10-15,45.81999969482422
2021-10-16,45.81999969482422
2021-10-17,45.81999969482422
2021-10-18,46.505001068115234
2021-10-19,46.6974983215332
2021-10-20,46.130001068115234
2021-10-21,45.4275016784668
2021-10-22,42.45000076293945
2021-10-23,42.45000076293945
2021-10-24,42.45000076293945
2021-10-25,43.49250030517578
2021-10-26,44.459999084472656
2021-10-27,43.37749862670898
2021-10-28,45.712501525878906
2021-10-29,45.87749862670898
2021-10-30,45.87749862670898
2021-10-31,45.87749862670898
2021-11-01,50.022499084472656
2021-11-02,51.747501373291016
2021-11-03,54.58250045776367
2021-11-04,54.459999084472656
2021-11-05,53.3125
2021-11-06,53.3125
2021-11-07,53.3125
2021-11-08,54.65999984741211
2021-11-09,51.650001525878906
2021-11-10,49.79750061035156
2021-11-11,51.08000183105469
2021-11-12,50.525001525878906
2021-11-13,50.525001525878906
2021-11-14,50.525001525878906
2021-11-15,52.28499984741211
2021-11-16,51.79499816894531
2021-11-17,52.5
2021-11-18,52.52999877929688
2021-11-19,57.20000076293945
2021-11-20,57.20000076293945
2021-11-21,57.20000076293945
2021-11-22,61.88750076293945
2021-11-23,53.47499847412109
2021-11-24,52.94499969482422
2021-11-25,52.94499969482422
2021-11-26,49.93000030517578
2021-11-27,49.93000030517578
2021-11-28,49.93000030517578
2021-11-29,50.50249862670898
2021-11-30,49.0525016784668
2021-12-01,44.959999084472656
2021-12-02,45.38999938964844
2021-12-03,43.09749984741211
2021-12-04,43.09749984741211
2021-12-05,43.09749984741211
2021-12-06,41.77999877929688
2021-12-07,44.45249938964844
2021-12-08,43.41249847412109
2021-12-09,38.93999862670898
2021-12-10,39.75249862670898
2021-12-11,39.75249862670898
2021-12-12,39.75249862670898
2021-12-13,34.220001220703125
2021-12-14,36.92250061035156
2021-12-15,37.147499084472656
2021-12-16,36.147499084472656
2021-12-17,38.90999984741211
2021-12-18,38.90999984741211
2021-12-19,38.90999984741211
2021-12-20,39.28499984741211
2021-12-21,39.52999877929688
2021-12-22,38.5
2021-12-23,38.03499984741211
2021-12-24,38.03499984741211
2021-12-25,38.03499984741211
2021-12-26,38.03499984741211
2021-12-27,37.07749938964844
2021-12-28,36.6150016784668
2021-12-29,38.48249816894531
2021-12-30,38.83250045776367
2021-12-31,37.09749984741211
